"COLOR","SIZE","GENDER","AGE_GROUP","PRODUCT_NAME","CATEGORY","PRODUCT_ID","PRODUCT_PURCHASING_PRICE","PRODUCT_SELLING_PRICE","SUPPLIER_ID"
"brown","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10293",77.06,96.89,"SP10001"
"beige","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10294",24.42,28.59,"SP10020"
"pink","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10295",48.38,54.6,"SP10010"
"purple","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10296",84.22,101.33,"SP10004"
"yellow","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10297",86.86,100.82,"SP10003"
"orange","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10298",39.02,49.23,"SP10009"
"burgundy","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10299",48.32,54.54,"SP10016"
"teal","XL","Female","Pre-Teens","T-shirt","Shirts","SKU10300",88.55,105.05,"SP10020"
"black","XS","Male","Young Adults","T-shirt","Shirts","SKU10301",88.3,101.72,"SP10009"
"white","XS","Male","Young Adults","T-shirt","Shirts","SKU10302",43.67,48.87,"SP10010"
"blue","XS","Male","Young Adults","T-shirt","Shirts","SKU10303",31.76,39.97,"SP10010"
"gray","XS","Male","Young Adults","T-shirt","Shirts","SKU10304",76.32,97.45,"SP10010"
"navy","XS","Male","Young Adults","T-shirt","Shirts","SKU10305",28.3,32.63,"SP10011"
"red","XS","Male","Young Adults","T-shirt","Shirts","SKU10306",22.7,26.14,"SP10013"
"green","XS","Male","Young Adults","T-shirt","Shirts","SKU10307",99.95,128.58,"SP10009"
"brown","XS","Male","Young Adults","T-shirt","Shirts","SKU10308",22.79,28.44,"SP10015"
"beige","XS","Male","Young Adults","T-shirt","Shirts","SKU10309",47.07,57.35,"SP10002"
"pink","XS","Male","Young Adults","T-shirt","Shirts","SKU10310",93.21,115.33,"SP10013"
"purple","XS","Male","Young Adults","T-shirt","Shirts","SKU10311",69.38,83.21,"SP10014"
"yellow","XS","Male","Young Adults","T-shirt","Shirts","SKU10312",42.9,48.25,"SP10007"
"orange","XS","Male","Young Adults","T-shirt","Shirts","SKU10313",79.02,88.41,"SP10012"
"burgundy","XS","Male","Young Adults","T-shirt","Shirts","SKU10314",86.72,110.83,"SP10006"
"teal","XS","Male","Young Adults","T-shirt","Shirts","SKU10315",45.14,55.35,"SP10018"
"black","S","Male","Young Adults","T-shirt","Shirts","SKU10316",59.41,71.2,"SP10020"
"white","S","Male","Young Adults","T-shirt","Shirts","SKU10317",75.79,90.39,"SP10007"
"blue","S","Male","Young Adults","T-shirt","Shirts","SKU10318",71.32,82.47,"SP10013"
"gray","S","Male","Young Adults","T-shirt","Shirts","SKU10319",71.51,89.26,"SP10006"
"navy","S","Male","Young Adults","T-shirt","Shirts","SKU10320",98.23,114.98,"SP10008"
"red","S","Male","Young Adults","T-shirt","Shirts","SKU10321",53.18,60.27,"SP10013"
"green","S","Male","Young Adults","T-shirt","Shirts","SKU10322",29.55,33.69,"SP10018"
"brown","S","Male","Young Adults","T-shirt","Shirts","SKU10323",62.08,80.13,"SP10014"
"beige","S","Male","Young Adults","T-shirt","Shirts","SKU10324",38.01,48.82,"SP10013"
"pink","S","Male","Young Adults","T-shirt","Shirts","SKU10325",58.91,72.34,"SP10015"
"purple","S","Male","Young Adults","T-shirt","Shirts","SKU10326",49.62,59.19,"SP10013"
"yellow","S","Male","Young Adults","T-shirt","Shirts","SKU10327",98.67,111.96,"SP10001"
"orange","S","Male","Young Adults","T-shirt","Shirts","SKU10328",51.07,62.87,"SP10018"
"burgundy","S","Male","Young Adults","T-shirt","Shirts","SKU10329",38.34,46.19,"SP10003"
"teal","S","Male","Young Adults","T-shirt","Shirts","SKU10330",69.86,88.31,"SP10010"
"black","M","Male","Young Adults","T-shirt","Shirts","SKU10331",30.92,37.35,"SP10017"
"white","M","Male","Young Adults","T-shirt","Shirts","SKU10332",97.4,119.55,"SP10020"
"blue","M","Male","Young Adults","T-shirt","Shirts","SKU10333",61.21,75.01,"SP10003"
"gray","M","Male","Young Adults","T-shirt","Shirts","SKU10334",33.05,36.54,"SP10020"
"navy","M","Male","Young Adults","T-shirt","Shirts","SKU10335",69.75,77.82,"SP10014"
"red","M","Male","Young Adults","T-shirt","Shirts","SKU10336",98.88,122.78,"SP10007"
"green","M","Male","Young Adults","T-shirt","Shirts","SKU10337",73.5,92.65,"SP10010"
"brown","M","Male","Young Adults","T-shirt","Shirts","SKU10338",53.51,61.85,"SP10007"
"beige","M","Male","Young Adults","T-shirt","Shirts","SKU10339",45.87,52.05,"SP10003"
"pink","M","Male","Young Adults","T-shirt","Shirts","SKU10340",86.82,97.18,"SP10010"
"purple","M","Male","Young Adults","T-shirt","Shirts","SKU10341",31.51,36.56,"SP10020"
"yellow","M","Male","Young Adults","T-shirt","Shirts","SKU10342",35.43,40.43,"SP10001"
"orange","M","Male","Young Adults","T-shirt","Shirts","SKU10343",91.74,113.76,"SP10001"
"burgundy","M","Male","Young Adults","T-shirt","Shirts","SKU10344",44.65,51.93,"SP10011"
"teal","M","Male","Young Adults","T-shirt","Shirts","SKU10345",49.06,57.27,"SP10016"
"black","L","Male","Young Adults","T-shirt","Shirts","SKU10346",82.72,94.79,"SP10007"
"white","L","Male","Young Adults","T-shirt","Shirts","SKU10347",35.47,42.07,"SP10009"
"blue","L","Male","Young Adults","T-shirt","Shirts","SKU10348",21.42,25.38,"SP10009"
"gray","L","Male","Young Adults","T-shirt","Shirts","SKU10349",52.53,59.86,"SP10014"
"navy","L","Male","Young Adults","T-shirt","Shirts","SKU10350",58.65,75.41,"SP10009"
"red","L","Male","Young Adults","T-shirt","Shirts","SKU10351",53.75,61.3,"SP10017"
"green","L","Male","Young Adults","T-shirt","Shirts","SKU10352",47.42,61.34,"SP10004"
"brown","L","Male","Young Adults","T-shirt","Shirts","SKU10353",89.32,111.24,"SP10005"
"beige","L","Male","Young Adults","T-shirt","Shirts","SKU10354",56.41,62.74,"SP10010"
"pink","L","Male","Young Adults","T-shirt","Shirts","SKU10355",62.7,79.45,"SP10014"
"purple","L","Male","Young Adults","T-shirt","Shirts","SKU10356",97.11,113.53,"SP10003"
"yellow","L","Male","Young Adults","T-shirt","Shirts","SKU10357",81.97,92.2,"SP10012"
"orange","L","Male","Young Adults","T-shirt","Shirts","SKU10358",36.71,43.08,"SP10012"
"burgundy","L","Male","Young Adults","T-shirt","Shirts","SKU10359",44.7,51.29,"SP10012"
"teal","L","Male","Young Adults","T-shirt","Shirts","SKU10360",97.71,115.22,"SP10002"
"black","XL","Male","Young Adults","T-shirt","Shirts","SKU10361",66.79,76.91,"SP10016"
"white","XL","Male","Young Adults","T-shirt","Shirts","SKU10362",80.87,99.33,"SP10007"
"blue","XL","Male","Young Adults","T-shirt","Shirts","SKU10363",49.82,55.25,"SP10017"
"gray","XL","Male","Young Adults","T-shirt","Shirts","SKU10364",81.54,101.67,"SP10017"
"navy","XL","Male","Young Adults","T-shirt","Shirts","SKU10365",63.01,74.53,"SP10010"
"red","XL","Male","Young Adults","T-shirt","Shirts","SKU10366",93.12,108.15,"SP10001"
"green","XL","Male","Young Adults","T-shirt","Shirts","SKU10367",34.82,42.44,"SP10019"
"brown","XL","Male","Young Adults","T-shirt","Shirts","SKU10368",42.58,47.28,"SP10004"
"beige","XL","Male","Young Adults","T-shirt","Shirts","SKU10369",27.6,33.02,"SP10016"
"pink","XL","Male","Young Adults","T-shirt","Shirts","SKU10370",36.84,44.81,"SP10020"
"purple","XL","Male","Young Adults","T-shirt","Shirts","SKU10371",98.17,115.32,"SP10013"
"yellow","XL","Male","Young Adults","T-shirt","Shirts","SKU10372",43.7,55.12,"SP10006"
"orange","XL","Male","Young Adults","T-shirt","Shirts","SKU10373",78.08,97.43,"SP10011"
"burgundy","XL","Male","Young Adults","T-shirt","Shirts","SKU10374",82.86,94.12,"SP10005"
"teal","XL","Male","Young Adults","T-shirt","Shirts","SKU10375",28.43,36.94,"SP10019"
"black","XS","Female","Young Adults","T-shirt","Shirts","SKU10376",39.17,49.14,"SP10005"
"white","XS","Female","Young Adults","T-shirt","Shirts","SKU10377",41.64,45.89,"SP10004"
"blue","XS","Female","Young Adults","T-shirt","Shirts","SKU10378",28.08,32.51,"SP10017"
"gray","XS","Female","Young Adults","T-shirt","Shirts","SKU10379",29.43,32.61,"SP10003"
"navy","XS","Female","Young Adults","T-shirt","Shirts","SKU10380",99.3,112.59,"SP10003"
"red","XS","Female","Young Adults","T-shirt","Shirts","SKU10381",98.88,120.73,"SP10002"
"green","XS","Female","Young Adults","T-shirt","Shirts","SKU10382",30.97,34.9,"SP10008"
"brown","XS","Female","Young Adults","T-shirt","Shirts","SKU10383",92.42,118.87,"SP10006"
"beige","XS","Female","Young Adults","T-shirt","Shirts","SKU10384",66.1,84.36,"SP10004"
"pink","XS","Female","Young Adults","T-shirt","Shirts","SKU10385",51.64,57.42,"SP10005"
"purple","XS","Female","Young Adults","T-shirt","Shirts","SKU10386",55.98,69.96,"SP10010"
"yellow","XS","Female","Young Adults","T-shirt","Shirts","SKU10387",76.52,91.19,"SP10003"
"orange","XS","Female","Young Adults","T-shirt","Shirts","SKU10388",26.6,32.11,"SP10002"
"burgundy","XS","Female","Young Adults","T-shirt","Shirts","SKU10389",47.15,60.27,"SP10008"
"teal","XS","Female","Young Adults","T-shirt","Shirts","SKU10390",74.46,94.62,"SP10006"
"black","S","Female","Young Adults","T-shirt","Shirts","SKU10391",45.36,57.26,"SP10003"
"white","S","Female","Young Adults","T-shirt","Shirts","SKU10392",86.53,98.36,"SP10009"
"blue","S","Female","Young Adults","T-shirt","Shirts","SKU10393",37.21,44.98,"SP10013"
"gray","S","Female","Young Adults","T-shirt","Shirts","SKU10394",59.84,77.11,"SP10019"
"navy","S","Female","Young Adults","T-shirt","Shirts","SKU10395",42.08,50.62,"SP10018"
"red","S","Female","Young Adults","T-shirt","Shirts","SKU10396",35.36,39.13,"SP10015"
"green","S","Female","Young Adults","T-shirt","Shirts","SKU10397",96.05,119.68,"SP10018"
"brown","S","Female","Young Adults","T-shirt","Shirts","SKU10398",45.74,51.5,"SP10007"
"beige","S","Female","Young Adults","T-shirt","Shirts","SKU10399",58.28,68.94,"SP10016"
"pink","S","Female","Young Adults","T-shirt","Shirts","SKU10400",22.24,27.2,"SP10004"
"purple","S","Female","Young Adults","T-shirt","Shirts","SKU10401",63.8,82.31,"SP10017"
"yellow","S","Female","Young Adults","T-shirt","Shirts","SKU10402",71.54,79.78,"SP10008"
"orange","S","Female","Young Adults","T-shirt","Shirts","SKU10403",67.7,78.38,"SP10010"
"burgundy","S","Female","Young Adults","T-shirt","Shirts","SKU10404",45.75,53.63,"SP10001"
"teal","S","Female","Young Adults","T-shirt","Shirts","SKU10405",91.29,104.98,"SP10005"
"black","M","Female","Young Adults","T-shirt","Shirts","SKU10406",70.1,88.27,"SP10008"
"white","M","Female","Young Adults","T-shirt","Shirts","SKU10407",44.23,55.98,"SP10001"
"blue","M","Female","Young Adults","T-shirt","Shirts","SKU10408",51.06,60.23,"SP10017"
"gray","M","Female","Young Adults","T-shirt","Shirts","SKU10409",32.84,40.45,"SP10011"
"navy","M","Female","Young Adults","T-shirt","Shirts","SKU10410",89,103.27,"SP10020"
"red","M","Female","Young Adults","T-shirt","Shirts","SKU10411",96.25,123.27,"SP10020"
"green","M","Female","Young Adults","T-shirt","Shirts","SKU10412",65.09,84.45,"SP10018"
"brown","M","Female","Young Adults","T-shirt","Shirts","SKU10413",46.36,51.15,"SP10019"
"beige","M","Female","Young Adults","T-shirt","Shirts","SKU10414",99.73,126.74,"SP10011"
"pink","M","Female","Young Adults","T-shirt","Shirts","SKU10415",38.79,46.11,"SP10006"
"purple","M","Female","Young Adults","T-shirt","Shirts","SKU10416",69.01,77.65,"SP10013"
"yellow","M","Female","Young Adults","T-shirt","Shirts","SKU10417",28.65,33.48,"SP10015"
"orange","M","Female","Young Adults","T-shirt","Shirts","SKU10418",58.96,66.25,"SP10009"
"burgundy","M","Female","Young Adults","T-shirt","Shirts","SKU10419",27.96,32.74,"SP10001"
"teal","M","Female","Young Adults","T-shirt","Shirts","SKU10420",32.89,42.2,"SP10013"
"black","L","Female","Young Adults","T-shirt","Shirts","SKU10421",42.64,54.14,"SP10020"
"white","L","Female","Young Adults","T-shirt","Shirts","SKU10422",66.71,79.12,"SP10016"
"blue","L","Female","Young Adults","T-shirt","Shirts","SKU10423",78.54,87.65,"SP10003"
"gray","L","Female","Young Adults","T-shirt","Shirts","SKU10424",33.24,42.06,"SP10002"
"navy","L","Female","Young Adults","T-shirt","Shirts","SKU10425",89.32,108.09,"SP10013"
"red","L","Female","Young Adults","T-shirt","Shirts","SKU10426",76.69,96.51,"SP10005"
"green","L","Female","Young Adults","T-shirt","Shirts","SKU10427",80.83,103.02,"SP10019"
"brown","L","Female","Young Adults","T-shirt","Shirts","SKU10428",31.77,40.79,"SP10009"
"beige","L","Female","Young Adults","T-shirt","Shirts","SKU10429",48.64,60.88,"SP10004"
"pink","L","Female","Young Adults","T-shirt","Shirts","SKU10430",73.87,88.76,"SP10010"
"purple","L","Female","Young Adults","T-shirt","Shirts","SKU10431",61.91,68.52,"SP10003"
"yellow","L","Female","Young Adults","T-shirt","Shirts","SKU10432",47.98,56.93,"SP10007"
"orange","L","Female","Young Adults","T-shirt","Shirts","SKU10433",39.24,45.55,"SP10018"
"burgundy","L","Female","Young Adults","T-shirt","Shirts","SKU10434",24.66,29.6,"SP10003"
"teal","L","Female","Young Adults","T-shirt","Shirts","SKU10435",38.93,44.1,"SP10016"
"black","XL","Female","Young Adults","T-shirt","Shirts","SKU10436",91.21,114.43,"SP10007"
"white","XL","Female","Young Adults","T-shirt","Shirts","SKU10437",84.95,96.46,"SP10005"
"blue","XL","Female","Young Adults","T-shirt","Shirts","SKU10438",79.8,101.45,"SP10014"
"gray","XL","Female","Young Adults","T-shirt","Shirts","SKU10439",32.39,36.88,"SP10002"
"navy","XL","Female","Young Adults","T-shirt","Shirts","SKU10440",29.98,35.63,"SP10005"
"red","XL","Female","Young Adults","T-shirt","Shirts","SKU10441",97.98,122.73,"SP10004"
"green","XL","Female","Young Adults","T-shirt","Shirts","SKU10442",54.89,66.82,"SP10010"
"brown","XL","Female","Young Adults","T-shirt","Shirts","SKU10443",57.12,64.53,"SP10003"
"beige","XL","Female","Young Adults","T-shirt","Shirts","SKU10444",33.22,41.55,"SP10013"
"pink","XL","Female","Young Adults","T-shirt","Shirts","SKU10445",66.79,84,"SP10015"
"purple","XL","Female","Young Adults","T-shirt","Shirts","SKU10446",41.66,46.24,"SP10019"
"yellow","XL","Female","Young Adults","T-shirt","Shirts","SKU10447",38.41,46.18,"SP10013"
"orange","XL","Female","Young Adults","T-shirt","Shirts","SKU10448",75.3,93.11,"SP10009"
"burgundy","XL","Female","Young Adults","T-shirt","Shirts","SKU10449",42.63,47.88,"SP10013"
"teal","XL","Female","Young Adults","T-shirt","Shirts","SKU10450",84.83,102.92,"SP10010"
"black","XS","Male","Adults","T-shirt","Shirts","SKU10451",27.51,33.55,"SP10001"
"white","XS","Male","Adults","T-shirt","Shirts","SKU10452",85.76,96.08,"SP10011"
"blue","XS","Male","Adults","T-shirt","Shirts","SKU10453",54.19,69.07,"SP10011"
"gray","XS","Male","Adults","T-shirt","Shirts","SKU10454",80.47,102.5,"SP10007"
"navy","XS","Male","Adults","T-shirt","Shirts","SKU10455",72.99,89.63,"SP10014"
"red","XS","Male","Adults","T-shirt","Shirts","SKU10456",55.56,71.69,"SP10002"
"green","XS","Male","Adults","T-shirt","Shirts","SKU10457",70.17,88.88,"SP10005"
"brown","XS","Male","Adults","T-shirt","Shirts","SKU10458",20.04,23.12,"SP10003"
"beige","XS","Male","Adults","T-shirt","Shirts","SKU10459",37.38,45.96,"SP10018"
"pink","XS","Male","Adults","T-shirt","Shirts","SKU10460",76.39,88.8,"SP10006"
"purple","XS","Male","Adults","T-shirt","Shirts","SKU10461",37.21,45.03,"SP10008"
"yellow","XS","Male","Adults","T-shirt","Shirts","SKU10462",85.11,104.94,"SP10006"
"orange","XS","Male","Adults","T-shirt","Shirts","SKU10463",44.62,49.22,"SP10015"
"burgundy","XS","Male","Adults","T-shirt","Shirts","SKU10464",75.02,86.88,"SP10015"
"teal","XS","Male","Adults","T-shirt","Shirts","SKU10465",94.61,120.03,"SP10011"
"black","S","Male","Adults","T-shirt","Shirts","SKU10466",29.26,34.06,"SP10020"
"white","S","Male","Adults","T-shirt","Shirts","SKU10467",30.22,33.6,"SP10005"
"blue","S","Male","Adults","T-shirt","Shirts","SKU10468",74.26,88.77,"SP10013"
"gray","S","Male","Adults","T-shirt","Shirts","SKU10469",54.32,60.67,"SP10019"
"navy","S","Male","Adults","T-shirt","Shirts","SKU10470",86.75,108.29,"SP10012"
"red","S","Male","Adults","T-shirt","Shirts","SKU10471",97.72,120.9,"SP10017"
"green","S","Male","Adults","T-shirt","Shirts","SKU10472",25.64,29.5,"SP10019"
"brown","S","Male","Adults","T-shirt","Shirts","SKU10473",56.78,69.98,"SP10008"
"beige","S","Male","Adults","T-shirt","Shirts","SKU10474",76.13,86.86,"SP10011"
"pink","S","Male","Adults","T-shirt","Shirts","SKU10475",26.96,33.05,"SP10020"
"purple","S","Male","Adults","T-shirt","Shirts","SKU10476",99.44,119.61,"SP10004"
"yellow","S","Male","Adults","T-shirt","Shirts","SKU10477",40.25,51.95,"SP10014"
"orange","S","Male","Adults","T-shirt","Shirts","SKU10478",23.96,28.81,"SP10014"
"burgundy","S","Male","Adults","T-shirt","Shirts","SKU10479",74.91,94.84,"SP10017"
"teal","S","Male","Adults","T-shirt","Shirts","SKU10480",82.95,97.55,"SP10012"
"black","M","Male","Adults","T-shirt","Shirts","SKU10481",48.29,55.77,"SP10016"
"white","M","Male","Adults","T-shirt","Shirts","SKU10482",49.32,63.68,"SP10004"
"blue","M","Male","Adults","T-shirt","Shirts","SKU10483",42.97,48.45,"SP10001"
"gray","M","Male","Adults","T-shirt","Shirts","SKU10484",26.4,33.02,"SP10013"
"navy","M","Male","Adults","T-shirt","Shirts","SKU10485",49.24,63.39,"SP10004"
"red","M","Male","Adults","T-shirt","Shirts","SKU10486",34.24,38.77,"SP10019"
"green","M","Male","Adults","T-shirt","Shirts","SKU10487",62.88,74.12,"SP10004"
"brown","M","Male","Adults","T-shirt","Shirts","SKU10488",60.32,69.63,"SP10002"
"beige","M","Male","Adults","T-shirt","Shirts","SKU10489",95.6,114.56,"SP10012"
"pink","M","Male","Adults","T-shirt","Shirts","SKU10490",47.31,56.28,"SP10016"
"purple","M","Male","Adults","T-shirt","Shirts","SKU10491",57.18,73.06,"SP10011"
"yellow","M","Male","Adults","T-shirt","Shirts","SKU10492",26.6,31.26,"SP10009"
"orange","M","Male","Adults","T-shirt","Shirts","SKU10493",88.81,103.84,"SP10009"
"burgundy","M","Male","Adults","T-shirt","Shirts","SKU10494",51.65,65.41,"SP10020"
"teal","M","Male","Adults","T-shirt","Shirts","SKU10495",78.87,92.06,"SP10003"
"black","L","Male","Adults","T-shirt","Shirts","SKU10496",33.74,37.77,"SP10017"
"white","L","Male","Adults","T-shirt","Shirts","SKU10497",56.38,64.51,"SP10011"
"blue","L","Male","Adults","T-shirt","Shirts","SKU10498",81.62,91.44,"SP10003"
"gray","L","Male","Adults","T-shirt","Shirts","SKU10499",25.01,31.38,"SP10016"
"navy","L","Male","Adults","T-shirt","Shirts","SKU10500",85.21,109.62,"SP10008"
"red","L","Male","Adults","T-shirt","Shirts","SKU10501",44.09,50.23,"SP10007"
"green","L","Male","Adults","T-shirt","Shirts","SKU10502",49.17,63.63,"SP10003"
"brown","L","Male","Adults","T-shirt","Shirts","SKU10503",44.97,49.61,"SP10002"
"beige","L","Male","Adults","T-shirt","Shirts","SKU10504",22.99,28.3,"SP10009"
"pink","L","Male","Adults","T-shirt","Shirts","SKU10505",61.5,69.4,"SP10010"
"purple","L","Male","Adults","T-shirt","Shirts","SKU10506",74.32,86.14,"SP10006"
"yellow","L","Male","Adults","T-shirt","Shirts","SKU10507",92.26,109.85,"SP10016"
"orange","L","Male","Adults","T-shirt","Shirts","SKU10508",22.04,25.14,"SP10014"
"burgundy","L","Male","Adults","T-shirt","Shirts","SKU10509",99.13,112.47,"SP10004"
"teal","L","Male","Adults","T-shirt","Shirts","SKU10510",44.23,51.03,"SP10007"
"black","XL","Male","Adults","T-shirt","Shirts","SKU10511",95.13,116.26,"SP10005"
"white","XL","Male","Adults","T-shirt","Shirts","SKU10512",75.01,92.64,"SP10013"
"blue","XL","Male","Adults","T-shirt","Shirts","SKU10513",55.76,68.28,"SP10017"
"gray","XL","Male","Adults","T-shirt","Shirts","SKU10514",85.32,109.79,"SP10003"
"navy","XL","Male","Adults","T-shirt","Shirts","SKU10515",23.16,25.72,"SP10005"
"red","XL","Male","Adults","T-shirt","Shirts","SKU10516",79.12,96.55,"SP10020"
"green","XL","Male","Adults","T-shirt","Shirts","SKU10517",47.9,56.5,"SP10016"
"brown","XL","Male","Adults","T-shirt","Shirts","SKU10518",86.34,103.62,"SP10009"
"beige","XL","Male","Adults","T-shirt","Shirts","SKU10519",62.84,79.39,"SP10002"
"pink","XL","Male","Adults","T-shirt","Shirts","SKU10520",41.96,46.41,"SP10003"
"purple","XL","Male","Adults","T-shirt","Shirts","SKU10521",84.08,103.42,"SP10010"
"yellow","XL","Male","Adults","T-shirt","Shirts","SKU10522",27.33,31.36,"SP10010"
"orange","XL","Male","Adults","T-shirt","Shirts","SKU10523",86.57,104.62,"SP10009"
"burgundy","XL","Male","Adults","T-shirt","Shirts","SKU10524",42.15,47.54,"SP10019"
"teal","XL","Male","Adults","T-shirt","Shirts","SKU10525",80.25,88.87,"SP10006"
"black","XS","Female","Adults","T-shirt","Shirts","SKU10526",97.13,123.98,"SP10005"
"white","XS","Female","Adults","T-shirt","Shirts","SKU10527",26.52,32.11,"SP10013"
"blue","XS","Female","Adults","T-shirt","Shirts","SKU10528",88.35,102.44,"SP10010"
"gray","XS","Female","Adults","T-shirt","Shirts","SKU10529",84.18,108.05,"SP10020"
"navy","XS","Female","Adults","T-shirt","Shirts","SKU10530",50.81,59.65,"SP10004"
"red","XS","Female","Adults","T-shirt","Shirts","SKU10531",46.21,59.1,"SP10019"
"green","XS","Female","Adults","T-shirt","Shirts","SKU10532",36.4,43.87,"SP10009"
"brown","XS","Female","Adults","T-shirt","Shirts","SKU10533",65.55,76.3,"SP10001"
"beige","XS","Female","Adults","T-shirt","Shirts","SKU10534",91.04,115.11,"SP10011"
"pink","XS","Female","Adults","T-shirt","Shirts","SKU10535",62.38,78.83,"SP10013"
"purple","XS","Female","Adults","T-shirt","Shirts","SKU10536",66.96,86.92,"SP10010"
"yellow","XS","Female","Adults","T-shirt","Shirts","SKU10537",73.26,92.47,"SP10009"
"orange","XS","Female","Adults","T-shirt","Shirts","SKU10538",62.39,71.63,"SP10005"
"burgundy","XS","Female","Adults","T-shirt","Shirts","SKU10539",60.79,78.06,"SP10020"
"teal","XS","Female","Adults","T-shirt","Shirts","SKU10540",21.29,27.06,"SP10001"
